"DATE","B117","SA351","P1","B1617","KAPPA","OMICRON","TOTAL","C_SUM","B117_C_SUM","SA351_C_SUM","P1_C_SUM","B1617_C_SUM","OMICON_C_SUM","B117_7DA","SA351_7DA","P1_7DA","B1617_7DA","OMICRON_7DA"
2021-09-08,0,0,0,1337,0,0,1337,78161,45849,180,2923,29193,0,0.714285714285714,0,0.142857142857143,1155,0
2021-09-09,0,0,0,1256,0,0,1256,79417,45849,180,2923,30449,0,0.714285714285714,0,0.142857142857143,1153.14285714286,0
2021-09-10,0,0,0,872,0,0,872,80289,45849,180,2923,31321,0,0.714285714285714,0,0.142857142857143,1111.42857142857,0
2021-09-11,0,0,0,890,0,0,890,81179,45849,180,2923,32211,0,0.428571428571429,0,0,1049.57142857143,0
2021-09-12,1,0,0,575,0,0,576,81755,45850,180,2923,32786,0,0.428571428571429,0,0,1026.28571428571,0
2021-09-13,1,0,0,465,0,0,466,82221,45851,180,2923,33251,0,0.428571428571429,0,0,923.428571428571,0
2021-09-14,1,0,0,632,0,0,633,82854,45852,180,2923,33883,0,0.428571428571429,0,0,861,0
2021-09-15,3,0,0,670,0,0,673,83527,45855,180,2923,34553,0,0.857142857142857,0,0,765.714285714286,0
2021-09-16,2,0,0,704,0,0,706,84233,45857,180,2923,35257,0,1.14285714285714,0,0,686.857142857143,0
2021-09-17,1,0,0,688,1,0,690,84923,45858,180,2923,35945,0,1.28571428571429,0,0,660.571428571429,0
2021-09-18,0,0,1,679,1,0,681,85604,45858,180,2924,36624,0,1.28571428571429,0,0.142857142857143,630.428571428571,0
2021-09-19,0,0,0,585,0,0,585,86189,45858,180,2924,37209,0,1.14285714285714,0,0.142857142857143,631.857142857143,0
2021-09-20,0,0,0,561,0,0,561,86750,45858,180,2924,37770,0,1,0,0.142857142857143,645.571428571429,0
2021-09-21,1,0,0,639,0,0,640,87390,45859,180,2924,38409,0,1,0,0.142857142857143,646.571428571429,0
2021-09-22,0,0,0,716,0,0,716,88106,45859,180,2924,39125,0,0.571428571428571,0,0.142857142857143,653.142857142857,0
2021-09-23,1,0,0,709,0,0,710,88816,45860,180,2924,39834,0,0.428571428571429,0,0.142857142857143,653.857142857143,0
2021-09-24,0,0,0,733,0,0,733,89549,45860,180,2924,40567,0,0.285714285714286,0,0.142857142857143,660.285714285714,0
2021-09-25,0,0,0,551,0,0,551,90100,45860,180,2924,41118,0,0.285714285714286,0,0,642,0
2021-09-26,0,0,0,646,0,0,646,90746,45860,180,2924,41764,0,0.285714285714286,0,0,650.714285714286,0
2021-09-27,0,0,0,534,0,0,534,91280,45860,180,2924,42298,0,0.285714285714286,0,0,646.857142857143,0
2021-09-28,0,0,0,580,0,0,580,91860,45860,180,2924,42878,0,0.142857142857143,0,0,638.428571428571,0
2021-09-29,1,0,0,756,0,0,757,92617,45861,180,2924,43634,0,0.285714285714286,0,0,644.142857142857,0
2021-09-30,0,0,0,623,0,0,623,93240,45861,180,2924,44257,0,0.142857142857143,0,0,631.857142857143,0
2021-10-01,1,0,0,655,0,0,656,93896,45862,180,2924,44912,0,0.285714285714286,0,0,620.714285714286,0
2021-10-02,1,0,0,510,0,0,511,94407,45863,180,2924,45422,0,0.428571428571429,0,0,614.857142857143,0
2021-10-03,0,0,0,437,0,0,437,94844,45863,180,2924,45859,0,0.428571428571429,0,0,585,0
2021-10-04,0,0,0,389,0,0,389,95233,45863,180,2924,46248,0,0.428571428571429,0,0,564.285714285714,0
2021-10-05,0,0,0,591,0,0,591,95824,45863,180,2924,46839,0,0.428571428571429,0,0,565.857142857143,0
2021-10-06,1,0,0,623,0,0,624,96448,45864,180,2924,47462,0,0.428571428571429,0,0,546.857142857143,0
2021-10-07,0,0,0,598,0,0,598,97046,45864,180,2924,48060,0,0.428571428571429,0,0,543.285714285714,0
2021-10-08,0,0,0,506,0,0,506,97552,45864,180,2924,48566,0,0.285714285714286,0,0,522,0
2021-10-09,0,0,0,447,0,0,447,97999,45864,180,2924,49013,0,0.142857142857143,0,0,513,0
2021-10-10,0,0,0,329,0,0,329,98328,45864,180,2924,49342,0,0.142857142857143,0,0,497.571428571429,0
2021-10-11,1,0,0,258,0,0,259,98587,45865,180,2924,49600,0,0.285714285714286,0,0,478.857142857143,0
2021-10-12,0,0,0,283,0,0,283,98870,45865,180,2924,49883,0,0.285714285714286,0,0,434.857142857143,0
2021-10-13,1,0,0,435,0,0,436,99306,45866,180,2924,50318,0,0.285714285714286,0,0,408,0
2021-10-14,0,0,0,504,0,0,504,99810,45866,180,2924,50822,0,0.285714285714286,0,0,394.571428571429,0
2021-10-15,0,0,0,379,0,0,379,100189,45866,180,2924,51201,0,0.285714285714286,0,0,376.428571428571,0
2021-10-16,1,0,0,395,0,0,396,100585,45867,180,2924,51596,0,0.428571428571429,0,0,369,0
2021-10-17,0,0,0,263,0,0,263,100848,45867,180,2924,51859,0,0.428571428571429,0,0,359.571428571429,0
2021-10-18,0,0,0,297,1,0,298,101146,45867,180,2924,52156,0,0.285714285714286,0,0,365.142857142857,0
2021-10-19,1,0,0,427,0,0,428,101574,45868,180,2924,52583,0,0.428571428571429,0,0,385.714285714286,0
2021-10-20,0,0,0,360,0,0,360,101934,45868,180,2924,52943,0,0.285714285714286,0,0,375,0
2021-10-21,0,0,0,319,0,0,319,102253,45868,180,2924,53262,0,0.285714285714286,0,0,348.571428571429,0
2021-10-22,0,0,0,323,0,0,323,102576,45868,180,2924,53585,0,0.285714285714286,0,0,340.571428571429,0
2021-10-23,0,0,0,260,0,0,260,102836,45868,180,2924,53845,0,0.142857142857143,0,0,321.285714285714,0
2021-10-24,0,0,0,178,0,0,178,103014,45868,180,2924,54023,0,0.142857142857143,0,0,309.142857142857,0
2021-10-25,0,0,0,240,0,0,240,103254,45868,180,2924,54263,0,0.142857142857143,0,0,301,0
2021-10-26,0,0,0,317,0,0,317,103571,45868,180,2924,54580,0,0,0,0,285.285714285714,0
2021-10-27,0,0,0,269,0,0,269,103840,45868,180,2924,54849,0,0,0,0,272.285714285714,0
2021-10-28,0,0,0,277,0,0,277,104117,45868,180,2924,55126,0,0,0,0,266.285714285714,0
2021-10-29,0,0,0,283,0,0,283,104400,45868,180,2924,55409,0,0,0,0,260.571428571429,0
2021-10-30,0,0,0,164,0,1,165,104565,45868,180,2924,55573,1,0,0,0,246.857142857143,0.142857142857143
2021-10-31,0,0,0,153,0,0,153,104718,45868,180,2924,55726,1,0,0,0,243.285714285714,0.142857142857143
2021-11-01,0,0,0,161,0,0,161,104879,45868,180,2924,55887,1,0,0,0,232,0.142857142857143
2021-11-02,0,0,0,260,0,0,260,105139,45868,180,2924,56147,1,0,0,0,223.857142857143,0.142857142857143
2021-11-03,1,0,0,268,0,0,269,105408,45869,180,2924,56415,1,0.142857142857143,0,0,223.714285714286,0.142857142857143
2021-11-04,0,0,0,218,0,0,218,105626,45869,180,2924,56633,1,0.142857142857143,0,0,215.285714285714,0.142857142857143
2021-11-05,0,0,0,271,0,0,271,105897,45869,180,2924,56904,1,0.142857142857143,0,0,213.571428571429,0.142857142857143
2021-11-06,0,0,0,211,0,0,211,106108,45869,180,2924,57115,1,0.142857142857143,0,0,220.285714285714,0
2021-11-07,0,0,0,138,0,0,138,106246,45869,180,2924,57253,1,0.142857142857143,0,0,218.142857142857,0
2021-11-08,0,0,0,188,0,2,190,106436,45869,180,2924,57441,3,0.142857142857143,0,0,222,0.285714285714286
2021-11-09,0,0,0,207,0,0,207,106643,45869,180,2924,57648,3,0.142857142857143,0,0,214.428571428571,0.285714285714286
2021-11-10,0,0,0,226,0,0,226,106869,45869,180,2924,57874,3,0,0,0,208.428571428571,0.285714285714286
2021-11-11,0,0,0,169,0,0,169,107038,45869,180,2924,58043,3,0,0,0,201.428571428571,0.285714285714286
2021-11-12,0,0,0,194,0,0,194,107232,45869,180,2924,58237,3,0,0,0,190.428571428571,0.285714285714286
2021-11-13,0,0,0,136,0,0,136,107368,45869,180,2924,58373,3,0,0,0,179.714285714286,0.285714285714286
2021-11-14,0,0,0,143,0,0,143,107511,45869,180,2924,58516,3,0,0,0,180.428571428571,0.285714285714286
2021-11-15,1,0,0,173,0,0,174,107685,45870,180,2924,58689,3,0.142857142857143,0,0,178.285714285714,0
2021-11-16,0,0,0,182,0,0,182,107867,45870,180,2924,58871,3,0.142857142857143,0,0,174.714285714286,0
2021-11-17,0,0,0,199,0,0,199,108066,45870,180,2924,59070,3,0.142857142857143,0,0,170.857142857143,0
2021-11-18,0,0,0,203,0,0,203,108269,45870,180,2924,59273,3,0.142857142857143,0,0,175.714285714286,0
2021-11-19,0,0,0,213,0,0,213,108482,45870,180,2924,59486,3,0.142857142857143,0,0,178.428571428571,0
2021-11-20,0,0,0,175,0,0,175,108657,45870,180,2924,59661,3,0.142857142857143,0,0,184,0
2021-11-21,0,0,0,137,0,0,137,108794,45870,180,2924,59798,3,0.142857142857143,0,0,183.142857142857,0
2021-11-22,0,0,0,144,0,0,144,108938,45870,180,2924,59942,3,0,0,0,179,0
2021-11-23,0,0,0,318,0,1,319,109257,45870,180,2924,60260,4,0,0,0,198.428571428571,0.142857142857143
2021-11-24,0,0,0,340,0,0,340,109597,45870,180,2924,60600,4,0,0,0,218.571428571429,0.142857142857143
2021-11-25,0,0,0,318,0,1,319,109916,45870,180,2924,60918,5,0,0,0,235,0.285714285714286
2021-11-26,0,0,0,273,0,0,273,110189,45870,180,2924,61191,5,0,0,0,243.571428571429,0.285714285714286
2021-11-27,0,0,0,224,0,0,224,110413,45870,180,2924,61415,5,0,0,0,250.571428571429,0.285714285714286
2021-11-28,0,0,0,191,0,2,193,110606,45870,180,2924,61606,7,0,0,0,258.285714285714,0.571428571428571
2021-11-29,0,0,0,194,0,1,195,110801,45870,180,2924,61800,8,0,0,0,265.428571428571,0.714285714285714
2021-11-30,0,0,0,398,0,1,399,111200,45870,180,2924,62198,9,0,0,0,276.857142857143,0.714285714285714
2021-12-01,0,0,0,317,0,3,320,111520,45870,180,2924,62515,12,0,0,0,273.571428571429,1.14285714285714
2021-12-02,0,0,0,299,0,4,303,111823,45870,180,2924,62814,16,0,0,0,270.857142857143,1.57142857142857
2021-12-03,0,0,0,317,0,2,319,112142,45870,180,2924,63131,18,0,0,0,277.142857142857,1.85714285714286
2021-12-04,0,0,0,218,0,7,225,112367,45870,180,2924,63349,25,0,0,0,276.285714285714,2.85714285714286
2021-12-05,0,0,0,164,0,1,165,112532,45870,180,2924,63513,26,0,0,0,272.428571428571,2.71428571428571
2021-12-06,0,0,0,203,0,2,205,112737,45870,180,2924,63716,28,0,0,0,273.714285714286,2.85714285714286
2021-12-07,0,0,0,342,0,2,344,113081,45870,180,2924,64058,30,0,0,0,265.714285714286,3
2021-12-08,0,0,0,316,0,3,319,113400,45870,180,2924,64374,33,0,0,0,265.571428571429,3
2021-12-09,0,0,0,301,0,2,303,113703,45870,180,2924,64675,35,0,0,0,265.857142857143,2.71428571428571
2021-12-10,0,0,0,265,0,12,277,113980,45870,180,2924,64940,47,0,0,0,258.428571428571,4.14285714285714
2021-12-11,0,0,0,222,0,12,234,114214,45870,180,2924,65162,59,0,0,0,259,4.85714285714286
2021-12-12,0,0,0,161,0,15,176,114390,45870,180,2924,65323,74,0,0,0,258.571428571429,6.85714285714286
2021-12-13,0,0,0,199,0,41,240,114630,45870,180,2924,65522,115,0,0,0,258,12.4285714285714
2021-12-14,0,0,0,272,0,108,380,115010,45870,180,2924,65794,223,0,0,0,248,27.5714285714286
2021-12-15,0,0,0,209,0,193,402,115412,45870,180,2924,66003,416,0,0,0,232.714285714286,54.7142857142857
2021-12-16,0,0,0,226,0,275,501,115913,45870,180,2924,66229,691,0,0,0,222,93.7142857142857
2021-12-17,0,0,0,209,0,359,568,116481,45870,180,2924,66438,1050,0,0,0,214,143.285714285714
2021-12-18,0,0,0,214,0,425,639,117120,45870,180,2924,66652,1475,0,0,0,212.857142857143,202.285714285714
2021-12-19,0,0,0,132,0,358,490,117610,45870,180,2924,66784,1833,0,0,0,208.714285714286,251.285714285714
2021-12-20,0,0,0,177,0,538,715,118325,45870,180,2924,66961,2371,0,0,0,205.571428571429,322.285714285714
2021-12-21,0,0,0,242,0,952,1194,119519,45870,180,2924,67203,3323,0,0,0,201.285714285714,442.857142857143
2021-12-22,0,0,0,192,0,1229,1421,120940,45870,180,2924,67395,4552,0,0,0,198.857142857143,590.857142857143
2021-12-23,0,0,0,164,0,1383,1547,122487,45870,180,2924,67559,5935,0,0,0,190,749.142857142857
2021-12-24,0,0,0,52,0,495,547,123034,45870,180,2924,67611,6430,0,0,0,167.571428571429,768.571428571429
2021-12-25,0,0,0,23,0,207,230,123264,45870,180,2924,67634,6637,0,0,0,140.285714285714,737.428571428571
2021-12-26,0,0,0,21,0,213,234,123498,45870,180,2924,67655,6850,0,0,0,124.428571428571,716.714285714286
2021-12-27,0,0,0,37,0,295,332,123830,45870,180,2924,67692,7145,0,0,0,104.428571428571,682
2021-12-28,0,0,0,24,0,510,534,124364,45870,180,2924,67716,7655,0,0,0,73.2857142857143,618.857142857143
2021-12-29,0,0,0,45,0,642,687,125051,45870,180,2924,67761,8297,0,0,0,52.2857142857143,535
2021-12-30,0,0,0,32,0,721,753,125804,45870,180,2924,67793,9018,0,0,0,33.4285714285714,440.428571428571
2021-12-31,0,0,0,22,0,968,990,126794,45870,180,2924,67815,9986,0,0,0,29.1428571428571,508
2022-01-01,0,0,0,25,0,708,733,127527,45870,180,2924,67840,10694,0,0,0,29.4285714285714,579.571428571429
2022-01-02,0,0,0,28,0,691,719,128246,45870,180,2924,67868,11385,0,0,0,30.4285714285714,647.857142857143
2022-01-03,0,0,0,26,0,764,790,129036,45870,180,2924,67894,12149,0,0,0,28.8571428571429,714.857142857143
2022-01-04,0,0,0,37,0,1077,1114,130150,45870,180,2924,67931,13226,0,0,0,30.7142857142857,795.857142857143
2022-01-05,0,0,0,33,0,1205,1238,131388,45870,180,2924,67964,14431,0,0,0,29,876.285714285714
2022-01-06,0,0,0,34,0,1454,1488,132876,45870,180,2924,67998,15885,0,0,0,29.2857142857143,981
2022-01-07,0,0,0,26,0,1179,1205,134081,45870,180,2924,68024,17064,0,0,0,29.8571428571429,1011.14285714286
2022-01-08,0,0,0,18,0,1292,1310,135391,45870,180,2924,68042,18356,0,0,0,28.8571428571429,1094.57142857143
2022-01-09,0,0,0,16,0,1032,1048,136439,45870,180,2924,68058,19388,0,0,0,27.1428571428571,1143.28571428571
2022-01-10,0,0,0,16,0,908,924,137363,45870,180,2924,68074,20296,0,0,0,25.7142857142857,1163.85714285714
2022-01-11,0,0,0,15,0,1566,1581,138944,45870,180,2924,68089,21862,0,0,0,22.5714285714286,1233.71428571429
2022-01-12,0,0,0,14,0,892,906,139850,45870,180,2924,68103,22754,0,0,0,19.8571428571429,1189
2022-01-13,0,0,0,20,0,1010,1030,140880,45870,180,2924,68123,23764,0,0,0,17.8571428571429,1125.57142857143
2022-01-14,0,0,0,18,0,917,935,141815,45870,180,2924,68141,24681,0,0,0,16.7142857142857,1088.14285714286
2022-01-15,0,0,0,4,0,769,773,142588,45870,180,2924,68145,25450,0,0,0,14.7142857142857,1013.42857142857
2022-01-16,0,0,0,7,0,664,671,143259,45870,180,2924,68152,26114,0,0,0,13.4285714285714,960.857142857143
2022-01-17,0,0,0,8,0,810,818,144077,45870,180,2924,68160,26924,0,0,0,12.2857142857143,946.857142857143
2022-01-18,0,0,0,6,0,759,765,144842,45870,180,2924,68166,27683,0,0,0,11,831.571428571429
2022-01-19,0,0,0,7,0,708,715,145557,45870,180,2924,68173,28391,0,0,0,10,805.285714285714
2022-01-20,0,0,0,5,0,837,842,146399,45870,180,2924,68178,29228,0,0,0,7.85714285714286,780.571428571429
2022-01-21,0,0,0,5,0,929,934,147333,45870,180,2924,68183,30157,0,0,0,6,782.285714285714
2022-01-22,0,0,0,3,0,582,585,147918,45870,180,2924,68186,30739,0,0,0,5.85714285714286,755.571428571429
2022-01-23,0,0,0,0,0,484,484,148402,45870,180,2924,68186,31223,0,0,0,4.85714285714286,729.857142857143
2022-01-24,0,0,0,0,0,638,638,149040,45870,180,2924,68186,31861,0,0,0,3.71428571428571,705.285714285714
2022-01-25,0,0,0,2,0,895,897,149937,45870,180,2924,68188,32756,0,0,0,3.14285714285714,724.714285714286
2022-01-26,0,0,0,3,0,833,836,150773,45870,180,2924,68191,33589,0,0,0,2.57142857142857,742.571428571429
2022-01-27,0,0,0,3,0,789,792,151565,45870,180,2924,68194,34378,0,0,0,2.28571428571429,735.714285714286
2022-01-28,0,0,0,2,0,737,739,152304,45870,180,2924,68196,35115,0,0,0,1.85714285714286,708.285714285714
2022-01-29,0,0,0,2,0,544,546,152850,45870,180,2924,68198,35659,0,0,0,1.71428571428571,702.857142857143
2022-01-30,0,0,0,1,0,522,523,153373,45870,180,2924,68199,36181,0,0,0,1.85714285714286,708.285714285714
2022-01-31,0,0,0,0,0,459,459,153832,45870,180,2924,68199,36640,0,0,0,1.85714285714286,682.714285714286
2022-02-01,0,0,0,0,0,679,679,154511,45870,180,2924,68199,37319,0,0,0,1.57142857142857,651.857142857143
2022-02-02,0,0,0,0,0,642,642,155153,45870,180,2924,68199,37961,0,0,0,1.14285714285714,624.571428571429
2022-02-03,0,0,0,2,0,538,540,155693,45870,180,2924,68201,38499,0,0,0,1,588.714285714286
2022-02-04,0,0,0,0,0,500,500,156193,45870,180,2924,68201,38999,0,0,0,0.714285714285714,554.857142857143
2022-02-05,0,0,0,0,0,404,404,156597,45870,180,2924,68201,39403,0,0,0,0.428571428571429,534.857142857143
2022-02-06,0,0,0,1,0,353,354,156951,45870,180,2924,68202,39756,0,0,0,0.428571428571429,510.714285714286
2022-02-07,0,0,0,0,0,363,363,157314,45870,180,2924,68202,40119,0,0,0,0.428571428571429,497
2022-02-08,0,0,0,0,0,480,480,157794,45870,180,2924,68202,40599,0,0,0,0.428571428571429,468.571428571429
2022-02-09,0,0,0,2,0,632,634,158428,45870,180,2924,68204,41231,0,0,0,0.714285714285714,467.142857142857
2022-02-10,0,0,0,0,0,768,768,159196,45870,180,2924,68204,41999,0,0,0,0.428571428571429,500
2022-02-11,0,0,0,0,0,573,573,159769,45870,180,2924,68204,42572,0,0,0,0.428571428571429,510.428571428571
2022-02-12,0,0,0,0,0,423,423,160192,45870,180,2924,68204,42995,0,0,0,0.428571428571429,513.142857142857
2022-02-13,0,0,0,2,0,320,322,160514,45870,180,2924,68206,43315,0,0,0,0.571428571428571,508.428571428571
2022-02-14,0,0,0,0,0,404,404,160918,45870,180,2924,68206,43719,0,0,0,0.571428571428571,514.285714285714
2022-02-15,0,0,0,0,0,526,526,161444,45870,180,2924,68206,44245,0,0,0,0.571428571428571,520.857142857143
2022-02-16,0,0,0,0,0,531,531,161975,45870,180,2924,68206,44776,0,0,0,0.285714285714286,506.428571428571
2022-02-17,0,0,0,0,0,409,409,162384,45870,180,2924,68206,45185,0,0,0,0.285714285714286,455.142857142857
2022-02-18,0,0,0,0,0,394,394,162778,45870,180,2924,68206,45579,0,0,0,0.285714285714286,429.571428571429
2022-02-19,0,0,0,1,0,230,231,163009,45870,180,2924,68207,45809,0,0,0,0.428571428571429,402
2022-02-20,0,0,0,0,0,247,247,163256,45870,180,2924,68207,46056,0,0,0,0.142857142857143,391.571428571429
2022-02-21,0,0,0,0,0,249,249,163505,45870,180,2924,68207,46305,0,0,0,0.142857142857143,369.428571428571
2022-02-22,0,0,0,0,0,339,339,163844,45870,180,2924,68207,46644,0,0,0,0.142857142857143,342.714285714286
2022-02-23,0,0,0,0,0,484,484,164328,45870,180,2924,68207,47128,0,0,0,0.142857142857143,336
2022-02-24,0,0,0,0,0,446,446,164774,45870,180,2924,68207,47574,0,0,0,0.142857142857143,341.285714285714
2022-02-25,0,0,0,0,0,395,395,165169,45870,180,2924,68207,47969,0,0,0,0.142857142857143,341.428571428571
2022-02-26,0,0,0,0,0,342,342,165511,45870,180,2924,68207,48311,0,0,0,0,357.428571428571
2022-02-27,0,0,0,1,0,252,253,165764,45870,180,2924,68208,48563,0,0,0,0.142857142857143,358.142857142857
2022-02-28,0,0,0,0,0,333,333,166097,45870,180,2924,68208,48896,0,0,0,0.142857142857143,370.142857142857
2022-03-01,0,0,0,0,0,384,384,166481,45870,180,2924,68208,49280,0,0,0,0.142857142857143,376.571428571429
2022-03-02,0,0,0,0,0,454,454,166935,45870,180,2924,68208,49734,0,0,0,0.142857142857143,372.285714285714
2022-03-03,0,0,0,0,0,352,352,167287,45870,180,2924,68208,50086,0,0,0,0.142857142857143,358.857142857143
2022-03-04,0,0,0,0,0,275,275,167562,45870,180,2924,68208,50361,0,0,0,0.142857142857143,341.714285714286
2022-03-05,0,0,0,0,0,325,325,167887,45870,180,2924,68208,50686,0,0,0,0.142857142857143,339.285714285714
2022-03-06,0,0,0,0,0,208,208,168095,45870,180,2924,68208,50894,0,0,0,0,333
2022-03-07,0,0,0,0,0,289,289,168384,45870,180,2924,68208,51183,0,0,0,0,326.714285714286
2022-03-08,0,0,0,0,0,408,408,168792,45870,180,2924,68208,51591,0,0,0,0,330.142857142857
2022-03-09,0,0,0,0,0,412,412,169204,45870,180,2924,68208,52003,0,0,0,0,324.142857142857
2022-03-10,0,0,0,0,0,312,312,169516,45870,180,2924,68208,52315,0,0,0,0,318.428571428571
2022-03-11,0,0,0,0,0,361,361,169877,45870,180,2924,68208,52676,0,0,0,0,330.714285714286
2022-03-12,0,0,0,0,0,263,263,170140,45870,180,2924,68208,52939,0,0,0,0,321.857142857143
2022-03-13,0,0,0,0,0,107,107,170247,45870,180,2924,68208,53046,0,0,0,0,307.428571428571
2022-03-14,0,0,0,0,0,0,0,170247,45870,180,2924,68208,53046,0,0,0,0,266.142857142857
2022-03-15,0,0,0,0,0,0,0,170247,45870,180,2924,68208,53046,0,0,0,0,207.857142857143
