"DATE","B117","SA351","P1","B1617","TOTAL","C_SUM"
"2020-12-15",1,0,0,0,1,1
"2020-12-16",0,0,0,0,0,1
"2020-12-17",1,0,0,0,1,2
"2020-12-18",0,0,0,0,0,2
"2020-12-19",0,0,0,0,0,2
"2020-12-20",0,0,0,0,0,2
"2020-12-21",1,0,0,0,1,3
"2020-12-22",1,0,0,0,1,4
"2020-12-23",1,0,0,0,1,5
"2020-12-24",1,0,0,0,1,6
"2020-12-25",0,0,0,0,0,6
"2020-12-26",1,0,0,0,1,7
"2020-12-27",0,0,0,0,0,7
"2020-12-28",0,0,0,0,0,7
"2020-12-29",0,0,0,0,0,7
"2020-12-30",0,0,0,0,0,7
"2020-12-31",0,0,0,0,0,7
"2021-01-01",4,0,0,0,4,11
"2021-01-02",1,0,0,0,1,12
"2021-01-03",1,1,0,0,2,14
"2021-01-04",1,0,0,0,1,15
"2021-01-05",1,0,0,0,1,16
"2021-01-06",1,0,0,0,1,17
"2021-01-07",2,1,0,0,3,20
"2021-01-08",1,0,0,0,1,21
"2021-01-09",3,0,0,0,3,24
"2021-01-10",0,0,0,0,0,24
"2021-01-11",0,0,0,0,0,24
"2021-01-12",2,0,0,0,2,26
"2021-01-13",1,0,0,0,1,27
"2021-01-14",1,0,0,0,1,28
"2021-01-15",4,1,0,0,5,33
"2021-01-16",6,0,0,0,6,39
"2021-01-17",1,1,0,0,2,41
"2021-01-18",1,1,0,0,2,43
"2021-01-19",0,0,0,0,0,43
"2021-01-20",3,1,0,0,4,47
"2021-01-21",2,0,0,0,2,49
"2021-01-22",3,0,0,0,3,52
"2021-01-23",2,0,0,0,2,54
"2021-01-24",1,0,0,0,1,55
"2021-01-25",9,1,0,0,10,65
"2021-01-26",0,0,0,0,0,65
"2021-01-27",4,0,0,0,4,69
"2021-01-28",12,0,0,0,12,81
"2021-01-29",4,0,0,0,4,85
"2021-01-30",6,0,0,0,6,91
"2021-01-31",5,0,0,0,5,96
"2021-02-01",7,1,0,0,8,104
"2021-02-02",11,0,0,0,11,115
"2021-02-03",9,3,0,0,12,127
"2021-02-04",15,0,0,0,15,142
"2021-02-05",22,0,0,0,22,164
"2021-02-06",7,0,0,0,7,171
"2021-02-07",5,1,0,0,6,177
"2021-02-08",2,0,0,0,2,179
"2021-02-09",13,0,0,0,13,192
"2021-02-10",16,0,0,0,16,208
"2021-02-11",10,0,0,0,10,218
"2021-02-12",25,0,0,0,25,243
"2021-02-13",8,0,0,0,8,251
"2021-02-14",4,0,0,0,4,255
"2021-02-15",7,0,0,0,7,262
"2021-02-16",10,0,0,0,10,272
"2021-02-17",8,0,0,0,8,280
"2021-02-18",7,0,0,0,7,287
"2021-02-19",15,0,0,0,15,302
"2021-02-20",19,0,0,0,19,321
"2021-02-21",11,0,0,0,11,332
"2021-02-22",19,0,0,0,19,351
"2021-02-23",24,0,0,0,24,375
"2021-02-24",21,0,0,0,21,396
"2021-02-25",32,0,0,0,32,428
"2021-02-26",31,1,0,0,32,460
"2021-02-27",16,0,0,0,16,476
"2021-02-28",34,1,0,0,35,511
"2021-03-01",14,0,0,0,14,525
"2021-03-02",32,2,0,0,34,559
"2021-03-03",26,1,0,0,27,586
"2021-03-04",37,1,0,0,38,624
"2021-03-05",29,2,0,0,31,655
"2021-03-06",47,0,0,0,47,702
"2021-03-07",32,1,0,0,33,735
"2021-03-08",34,0,2,0,36,771
"2021-03-09",47,0,0,0,47,818
"2021-03-10",73,0,0,0,73,891
"2021-03-11",58,0,0,0,58,949
"2021-03-12",66,0,0,0,66,1015
"2021-03-13",64,0,0,0,64,1079
"2021-03-14",74,1,1,0,76,1155
"2021-03-15",71,1,0,0,72,1227
"2021-03-16",111,0,2,0,113,1340
"2021-03-17",123,0,2,0,125,1465
"2021-03-18",192,4,2,0,198,1663
"2021-03-19",126,0,1,0,127,1790
"2021-03-20",153,0,2,0,155,1945
"2021-03-21",174,1,5,0,180,2125
"2021-03-22",165,0,6,0,171,2296
"2021-03-23",186,0,10,0,196,2492
"2021-03-24",239,0,4,1,244,2736
"2021-03-25",205,0,7,0,212,2948
"2021-03-26",243,0,12,0,255,3203
"2021-03-27",269,0,8,0,277,3480
"2021-03-28",241,0,8,0,249,3729
"2021-03-29",288,0,5,0,293,4022
"2021-03-30",426,1,16,0,443,4465
"2021-03-31",421,0,21,0,442,4907
"2021-04-01",572,1,25,0,598,5505
"2021-04-02",580,0,23,0,603,6108
"2021-04-03",522,1,24,0,547,6655
"2021-04-04",477,1,24,0,502,7157
"2021-04-05",507,0,31,0,538,7695
"2021-04-06",788,1,38,0,827,8522
"2021-04-07",797,1,33,0,831,9353
"2021-04-08",879,3,47,1,930,10283
"2021-04-09",745,3,38,1,787,11070
"2021-04-10",733,2,44,1,780,11850
"2021-04-11",660,4,35,1,700,12550
"2021-04-12",653,4,33,0,690,13240
"2021-04-13",862,3,53,0,918,14158
"2021-04-14",975,7,79,1,1062,15220
"2021-04-15",1031,1,72,2,1106,16326
"2021-04-16",969,1,54,2,1026,17352
"2021-04-17",916,7,64,1,988,18340
"2021-04-18",845,2,77,0,924,19264
"2021-04-19",854,8,79,0,941,20205
"2021-04-20",1134,7,103,0,1244,21449
"2021-04-21",1201,5,89,1,1296,22745
"2021-04-22",1181,0,85,0,1266,24011
"2021-04-23",1035,1,77,1,1114,25125
"2021-04-24",1004,2,65,0,1071,26196
"2021-04-25",1029,4,70,0,1103,27299
"2021-04-26",1027,3,76,1,1107,28406
"2021-04-27",1243,4,94,1,1342,29748
"2021-04-28",1389,3,93,2,1487,31235
"2021-04-29",1335,4,79,3,1421,32656
"2021-04-30",1677,5,116,4,1802,34458
"2021-05-01",786,5,29,4,824,35282
"2021-05-02",902,3,39,3,947,36229
"2021-05-03",567,7,26,2,602,36831
"2021-05-04",469,0,41,0,510,37341
"2021-05-05",441,2,28,2,473,37814
"2021-05-06",403,0,34,0,437,38251
"2021-05-07",395,2,34,4,435,38686
"2021-05-08",341,1,25,3,370,39056
"2021-05-09",299,0,29,2,330,39386
"2021-05-10",353,0,12,3,368,39754
"2021-05-11",332,1,31,1,365,40119
"2021-05-12",372,3,25,0,400,40519
"2021-05-13",365,0,21,2,388,40907
"2021-05-14",282,0,18,1,301,41208
"2021-05-15",329,2,13,2,346,41554
"2021-05-16",219,1,13,4,237,41791
"2021-05-17",327,3,21,3,354,42145
"2021-05-18",253,1,12,1,267,42412
"2021-05-19",250,0,13,2,265,42677
"2021-05-20",266,0,15,0,281,42958
"2021-05-21",251,0,14,0,265,43223
"2021-05-22",181,1,13,0,195,43418
"2021-05-23",164,0,16,0,180,43598
"2021-05-24",191,0,8,0,199,43797
"2021-05-25",183,0,10,2,195,43992
"2021-05-26",395,0,18,0,413,44405
"2021-05-27",390,0,24,1,415,44820
"2021-05-28",257,0,21,3,281,45101
"2021-05-29",282,0,15,7,304,45405
"2021-05-30",161,0,11,1,173,45578
"2021-05-31",140,0,9,5,154,45732
"2021-06-01",260,0,19,4,283,46015
"2021-06-02",142,0,8,2,152,46167
"2021-06-03",11,0,0,0,11,46178
