"DATE","B117","SA351","P1","B1617","TOTAL","C_SUM"
"2020-12-15",1,0,0,0,1,1
"2020-12-16",0,0,0,0,0,1
"2020-12-17",1,0,0,0,1,2
"2020-12-18",0,0,0,0,0,2
"2020-12-19",0,0,0,0,0,2
"2020-12-20",0,0,0,0,0,2
"2020-12-21",1,0,0,0,1,3
"2020-12-22",1,0,0,0,1,4
"2020-12-23",1,0,0,0,1,5
"2020-12-24",1,0,0,0,1,6
"2020-12-25",0,0,0,0,0,6
"2020-12-26",1,0,0,0,1,7
"2020-12-27",0,0,0,0,0,7
"2020-12-28",0,0,0,0,0,7
"2020-12-29",0,0,0,0,0,7
"2020-12-30",0,0,0,0,0,7
"2020-12-31",0,0,0,0,0,7
"2021-01-01",4,0,0,0,4,11
"2021-01-02",1,0,0,0,1,12
"2021-01-03",1,1,0,0,2,14
"2021-01-04",1,0,0,0,1,15
"2021-01-05",1,0,0,0,1,16
"2021-01-06",1,0,0,0,1,17
"2021-01-07",2,1,0,0,3,20
"2021-01-08",1,0,0,0,1,21
"2021-01-09",3,0,0,0,3,24
"2021-01-10",0,0,0,0,0,24
"2021-01-11",0,0,0,0,0,24
"2021-01-12",2,0,0,0,2,26
"2021-01-13",1,0,0,0,1,27
"2021-01-14",1,0,0,0,1,28
"2021-01-15",4,1,0,0,5,33
"2021-01-16",6,0,0,0,6,39
"2021-01-17",1,1,0,0,2,41
"2021-01-18",1,1,0,0,2,43
"2021-01-19",0,0,0,0,0,43
"2021-01-20",3,1,0,0,4,47
"2021-01-21",2,0,0,0,2,49
"2021-01-22",3,0,0,0,3,52
"2021-01-23",2,0,0,0,2,54
"2021-01-24",1,0,0,0,1,55
"2021-01-25",9,1,0,0,10,65
"2021-01-26",0,0,0,0,0,65
"2021-01-27",4,0,0,0,4,69
"2021-01-28",12,0,0,0,12,81
"2021-01-29",4,0,0,0,4,85
"2021-01-30",6,0,0,0,6,91
"2021-01-31",5,0,0,0,5,96
"2021-02-01",7,1,0,0,8,104
"2021-02-02",11,0,0,0,11,115
"2021-02-03",9,3,0,0,12,127
"2021-02-04",15,0,0,0,15,142
"2021-02-05",22,0,0,0,22,164
"2021-02-06",7,0,0,0,7,171
"2021-02-07",5,1,0,0,6,177
"2021-02-08",2,0,0,0,2,179
"2021-02-09",13,0,0,0,13,192
"2021-02-10",16,0,0,0,16,208
"2021-02-11",10,0,0,0,10,218
"2021-02-12",25,0,0,0,25,243
"2021-02-13",8,0,0,0,8,251
"2021-02-14",4,0,0,0,4,255
"2021-02-15",7,0,0,0,7,262
"2021-02-16",10,0,0,0,10,272
"2021-02-17",8,0,0,0,8,280
"2021-02-18",7,0,0,0,7,287
"2021-02-19",15,0,0,0,15,302
"2021-02-20",19,0,0,0,19,321
"2021-02-21",11,0,0,0,11,332
"2021-02-22",19,0,0,0,19,351
"2021-02-23",24,0,0,0,24,375
"2021-02-24",21,0,0,0,21,396
"2021-02-25",32,0,0,0,32,428
"2021-02-26",31,1,0,0,32,460
"2021-02-27",16,0,0,0,16,476
"2021-02-28",34,1,0,0,35,511
"2021-03-01",14,0,0,0,14,525
"2021-03-02",32,2,0,0,34,559
"2021-03-03",26,1,0,0,27,586
"2021-03-04",37,1,0,0,38,624
"2021-03-05",29,2,0,0,31,655
"2021-03-06",47,0,0,0,47,702
"2021-03-07",32,1,0,0,33,735
"2021-03-08",34,0,2,0,36,771
"2021-03-09",47,0,0,0,47,818
"2021-03-10",73,0,0,0,73,891
"2021-03-11",58,0,0,0,58,949
"2021-03-12",67,0,0,0,67,1016
"2021-03-13",64,0,0,0,64,1080
"2021-03-14",74,1,1,0,76,1156
"2021-03-15",72,1,0,0,73,1229
"2021-03-16",111,0,2,0,113,1342
"2021-03-17",123,0,2,0,125,1467
"2021-03-18",192,4,2,0,198,1665
"2021-03-19",126,0,1,0,127,1792
"2021-03-20",153,0,2,0,155,1947
"2021-03-21",174,1,5,0,180,2127
"2021-03-22",167,0,6,0,173,2300
"2021-03-23",188,0,10,0,198,2498
"2021-03-24",239,0,4,1,244,2742
"2021-03-25",206,0,7,0,213,2955
"2021-03-26",243,0,12,0,255,3210
"2021-03-27",271,0,8,0,279,3489
"2021-03-28",241,0,8,0,249,3738
"2021-03-29",292,0,5,0,297,4035
"2021-03-30",426,1,16,0,443,4478
"2021-03-31",422,0,21,0,443,4921
"2021-04-01",572,1,25,1,599,5520
"2021-04-02",580,0,23,0,603,6123
"2021-04-03",522,1,24,0,547,6670
"2021-04-04",477,1,24,0,502,7172
"2021-04-05",507,0,31,0,538,7710
"2021-04-06",787,1,38,0,826,8536
"2021-04-07",797,1,33,0,831,9367
"2021-04-08",878,3,47,1,929,10296
"2021-04-09",745,3,38,1,787,11083
"2021-04-10",733,2,44,1,780,11863
"2021-04-11",660,4,35,1,700,12563
"2021-04-12",654,4,33,0,691,13254
"2021-04-13",862,3,53,0,918,14172
"2021-04-14",975,7,79,1,1062,15234
"2021-04-15",1029,1,72,2,1104,16338
"2021-04-16",970,1,54,2,1027,17365
"2021-04-17",916,7,63,1,987,18352
"2021-04-18",844,2,77,0,923,19275
"2021-04-19",854,8,79,0,941,20216
"2021-04-20",1134,7,103,1,1245,21461
"2021-04-21",1201,5,89,1,1296,22757
"2021-04-22",1180,0,83,0,1263,24020
"2021-04-23",1035,1,77,1,1114,25134
"2021-04-24",1004,2,65,0,1071,26205
"2021-04-25",1029,4,70,1,1104,27309
"2021-04-26",1026,3,76,1,1106,28415
"2021-04-27",1241,4,94,1,1340,29755
"2021-04-28",1387,3,93,2,1485,31240
"2021-04-29",1333,4,79,5,1421,32661
"2021-04-30",1676,5,116,4,1801,34462
"2021-05-01",786,5,29,5,825,35287
"2021-05-02",901,3,39,3,946,36233
"2021-05-03",567,7,26,2,602,36835
"2021-05-04",469,0,40,0,509,37344
"2021-05-05",442,2,28,2,474,37818
"2021-05-06",402,0,34,0,436,38254
"2021-05-07",396,2,34,5,437,38691
"2021-05-08",340,1,25,3,369,39060
"2021-05-09",299,0,29,2,330,39390
"2021-05-10",352,0,12,6,370,39760
"2021-05-11",334,1,32,4,371,40131
"2021-05-12",381,3,26,1,411,40542
"2021-05-13",369,0,22,4,395,40937
"2021-05-14",288,0,20,3,311,41248
"2021-05-15",333,2,13,3,351,41599
"2021-05-16",223,1,13,5,242,41841
"2021-05-17",332,3,23,5,363,42204
"2021-05-18",257,1,12,5,275,42479
"2021-05-19",257,0,12,8,277,42756
"2021-05-20",272,0,14,3,289,43045
"2021-05-21",251,0,14,4,269,43314
"2021-05-22",181,1,13,6,201,43515
"2021-05-23",164,0,16,2,182,43697
"2021-05-24",194,0,8,4,206,43903
"2021-05-25",184,0,10,12,206,44109
"2021-05-26",395,0,18,19,432,44541
"2021-05-27",390,0,24,3,417,44958
"2021-05-28",258,0,21,12,291,45249
"2021-05-29",288,0,16,10,314,45563
"2021-05-30",181,0,13,10,204,45767
"2021-05-31",148,0,9,8,165,45932
"2021-06-01",304,0,22,19,345,46277
"2021-06-02",221,0,13,11,245,46522
"2021-06-03",155,1,14,14,184,46706
"2021-06-04",214,0,9,21,244,46950
"2021-06-05",155,0,12,20,187,47137
"2021-06-06",107,0,10,6,123,47260
"2021-06-07",85,0,6,14,105,47365
"2021-06-08",221,3,10,26,260,47625
"2021-06-09",103,0,5,15,123,47748
"2021-06-10",106,2,7,15,130,47878
"2021-06-11",103,1,12,26,142,48020
