"DATE","B117","SA351","P1","B1617","TOTAL","C_SUM"
"2020-09-24",0,0,0,0,0,1
"2020-09-25",0,0,0,0,0,1
"2020-09-26",0,0,0,0,0,1
"2020-09-27",0,0,0,0,0,1
"2020-09-28",0,0,0,0,0,1
"2020-09-29",0,0,0,0,0,1
"2020-09-30",0,0,0,0,0,1
"2020-10-01",0,0,0,0,0,1
"2020-10-02",0,0,0,0,0,1
"2020-10-03",0,0,0,0,0,1
"2020-10-04",0,0,0,0,0,1
"2020-10-05",0,0,0,0,0,1
"2020-10-06",0,0,0,0,0,1
"2020-10-07",0,0,0,0,0,1
"2020-10-08",0,0,0,0,0,1
"2020-10-09",0,0,0,0,0,1
"2020-10-10",0,0,0,0,0,1
"2020-10-11",0,0,0,0,0,1
"2020-10-12",0,0,0,0,0,1
"2020-10-13",0,0,0,0,0,1
"2020-10-14",0,0,0,0,0,1
"2020-10-15",0,0,0,0,0,1
"2020-10-16",0,0,0,0,0,1
"2020-10-17",0,0,0,0,0,1
"2020-10-18",0,0,0,0,0,1
"2020-10-19",0,0,0,0,0,1
"2020-10-20",0,0,0,0,0,1
"2020-10-21",0,0,0,0,0,1
"2020-10-22",0,0,0,0,0,1
"2020-10-23",0,0,0,0,0,1
"2020-10-24",0,0,0,0,0,1
"2020-10-25",0,0,0,0,0,1
"2020-10-26",0,0,0,0,0,1
"2020-10-27",0,0,0,0,0,1
"2020-10-28",0,0,0,0,0,1
"2020-10-29",0,0,0,0,0,1
"2020-10-30",0,0,0,0,0,1
"2020-10-31",0,0,0,0,0,1
"2020-11-01",0,0,0,0,0,1
"2020-11-02",0,0,0,0,0,1
"2020-11-03",0,0,0,0,0,1
"2020-11-04",0,0,0,0,0,1
"2020-11-05",0,0,0,0,0,1
"2020-11-06",0,0,0,0,0,1
"2020-11-07",0,0,0,0,0,1
"2020-11-08",0,0,0,0,0,1
"2020-11-09",0,0,0,0,0,1
"2020-11-10",0,0,0,0,0,1
"2020-11-11",0,0,0,0,0,1
"2020-11-12",0,0,0,0,0,1
"2020-11-13",0,0,0,0,0,1
"2020-11-14",0,0,0,0,0,1
"2020-11-15",0,0,0,0,0,1
"2020-11-16",0,0,0,0,0,1
"2020-11-17",0,0,0,0,0,1
"2020-11-18",0,0,0,0,0,1
"2020-11-19",0,0,0,0,0,1
"2020-11-20",0,0,0,0,0,1
"2020-11-21",0,0,0,0,0,1
"2020-11-22",0,0,0,0,0,1
"2020-11-23",0,0,0,0,0,1
"2020-11-24",0,0,0,0,0,1
"2020-11-25",0,0,0,0,0,1
"2020-11-26",0,0,0,0,0,1
"2020-11-27",0,0,0,0,0,1
"2020-11-28",0,0,0,0,0,1
"2020-11-29",0,0,0,0,0,1
"2020-11-30",0,0,0,0,0,1
"2020-12-01",0,0,0,0,0,1
"2020-12-02",0,0,0,0,0,1
"2020-12-03",0,0,0,0,0,1
"2020-12-04",0,0,0,0,0,1
"2020-12-05",0,0,0,0,0,1
"2020-12-06",0,0,0,0,0,1
"2020-12-07",0,0,0,0,0,1
"2020-12-08",0,0,0,0,0,1
"2020-12-09",0,0,0,0,0,1
"2020-12-10",0,0,0,0,0,1
"2020-12-11",0,0,0,0,0,1
"2020-12-12",0,0,0,0,0,1
"2020-12-13",0,0,0,0,0,1
"2020-12-14",0,0,0,0,0,1
"2020-12-15",1,0,0,0,1,2
"2020-12-16",0,0,0,0,0,2
"2020-12-17",1,0,0,0,1,3
"2020-12-18",0,0,0,0,0,3
"2020-12-19",0,0,0,0,0,3
"2020-12-20",0,0,0,0,0,3
"2020-12-21",1,0,0,0,1,4
"2020-12-22",1,0,0,0,1,5
"2020-12-23",1,0,0,0,1,6
"2020-12-24",1,0,0,0,1,7
"2020-12-25",0,0,0,0,0,7
"2020-12-26",1,0,0,0,1,8
"2020-12-27",0,0,0,0,0,8
"2020-12-28",0,0,0,0,0,8
"2020-12-29",0,0,0,0,0,8
"2020-12-30",0,0,0,0,0,8
"2020-12-31",0,0,0,0,0,8
"2021-01-01",4,0,0,0,4,12
"2021-01-02",1,0,0,0,1,13
"2021-01-03",1,1,0,0,2,15
"2021-01-04",1,0,0,0,1,16
"2021-01-05",1,0,0,0,1,17
"2021-01-06",1,0,0,0,1,18
"2021-01-07",2,1,0,0,3,21
"2021-01-08",1,0,0,0,1,22
"2021-01-09",3,0,0,0,3,25
"2021-01-10",0,0,0,0,0,25
"2021-01-11",0,0,0,0,0,25
"2021-01-12",2,0,0,0,2,27
"2021-01-13",1,0,0,0,1,28
"2021-01-14",1,0,0,0,1,29
"2021-01-15",4,1,0,0,5,34
"2021-01-16",6,0,0,0,6,40
"2021-01-17",1,1,0,0,2,42
"2021-01-18",1,1,0,0,2,44
"2021-01-19",0,0,0,0,0,44
"2021-01-20",3,1,0,0,4,48
"2021-01-21",2,0,0,0,2,50
"2021-01-22",3,0,0,0,3,53
"2021-01-23",2,0,0,0,2,55
"2021-01-24",1,0,0,0,1,56
"2021-01-25",9,1,0,0,10,66
"2021-01-26",0,0,0,0,0,66
"2021-01-27",4,0,0,0,4,70
"2021-01-28",12,0,0,0,12,82
"2021-01-29",4,0,0,0,4,86
"2021-01-30",6,0,0,0,6,92
"2021-01-31",5,0,0,0,5,97
"2021-02-01",7,1,0,0,8,105
"2021-02-02",11,0,0,0,11,116
"2021-02-03",9,3,0,0,12,128
"2021-02-04",15,0,0,0,15,143
"2021-02-05",22,0,0,0,22,165
"2021-02-06",7,0,0,0,7,172
"2021-02-07",5,1,0,0,6,178
"2021-02-08",2,0,0,0,2,180
"2021-02-09",14,0,0,0,14,194
"2021-02-10",16,0,0,0,16,210
"2021-02-11",10,0,0,0,10,220
"2021-02-12",25,0,0,0,25,245
"2021-02-13",8,0,0,0,8,253
"2021-02-14",4,0,0,0,4,257
"2021-02-15",7,0,0,0,7,264
"2021-02-16",10,0,0,0,10,274
"2021-02-17",8,0,0,0,8,282
"2021-02-18",7,0,0,0,7,289
"2021-02-19",15,0,0,0,15,304
"2021-02-20",19,0,0,0,19,323
"2021-02-21",11,0,0,0,11,334
"2021-02-22",19,0,0,0,19,353
"2021-02-23",24,0,0,0,24,377
"2021-02-24",21,0,0,0,21,398
"2021-02-25",32,0,0,0,32,430
"2021-02-26",31,1,0,0,32,462
"2021-02-27",16,0,0,0,16,478
"2021-02-28",34,1,0,0,35,513
"2021-03-01",14,0,0,0,14,527
"2021-03-02",32,2,0,0,34,561
"2021-03-03",26,1,0,0,27,588
"2021-03-04",37,1,0,0,38,626
"2021-03-05",29,2,0,0,31,657
"2021-03-06",47,0,0,0,47,704
"2021-03-07",32,1,0,0,33,737
"2021-03-08",34,0,2,0,36,773
"2021-03-09",47,0,0,0,47,820
"2021-03-10",73,0,0,0,73,893
"2021-03-11",58,0,0,0,58,951
"2021-03-12",66,0,0,0,66,1017
"2021-03-13",64,0,0,0,64,1081
"2021-03-14",75,1,1,0,77,1158
"2021-03-15",71,1,0,0,72,1230
"2021-03-16",111,0,2,0,113,1343
"2021-03-17",123,0,2,0,125,1468
"2021-03-18",192,4,2,0,198,1666
"2021-03-19",126,0,1,0,127,1793
"2021-03-20",153,0,2,0,155,1948
"2021-03-21",174,1,5,0,180,2128
"2021-03-22",165,0,6,0,171,2299
"2021-03-23",186,0,10,0,196,2495
"2021-03-24",239,0,4,1,244,2739
"2021-03-25",205,0,7,0,212,2951
"2021-03-26",243,0,12,0,255,3206
"2021-03-27",268,0,8,0,276,3482
"2021-03-28",241,0,8,0,249,3731
"2021-03-29",288,0,5,0,293,4024
"2021-03-30",426,1,16,0,443,4467
"2021-03-31",421,0,21,0,442,4909
"2021-04-01",573,1,25,0,599,5508
"2021-04-02",580,0,23,0,603,6111
"2021-04-03",522,1,24,0,547,6658
"2021-04-04",478,1,24,0,503,7161
"2021-04-05",507,0,31,0,538,7699
"2021-04-06",787,1,38,0,826,8525
"2021-04-07",797,1,33,0,831,9356
"2021-04-08",879,3,47,1,930,10286
"2021-04-09",745,3,38,0,786,11072
"2021-04-10",733,2,44,0,779,11851
"2021-04-11",660,4,35,1,700,12551
"2021-04-12",654,4,33,0,691,13242
"2021-04-13",862,3,53,0,918,14160
"2021-04-14",975,7,79,1,1062,15222
"2021-04-15",1030,1,72,0,1103,16325
"2021-04-16",969,1,54,2,1026,17351
"2021-04-17",916,7,63,0,986,18337
"2021-04-18",845,2,77,0,924,19261
"2021-04-19",853,8,79,0,940,20201
"2021-04-20",1133,8,103,0,1244,21445
"2021-04-21",1201,5,89,1,1296,22741
"2021-04-22",1182,0,85,0,1267,24008
"2021-04-23",1035,1,77,0,1113,25121
"2021-04-24",1004,2,65,0,1071,26192
"2021-04-25",1029,4,70,0,1103,27295
"2021-04-26",1027,3,76,0,1106,28401
"2021-04-27",1244,4,93,0,1341,29742
"2021-04-28",1389,3,93,0,1485,31227
"2021-04-29",1335,4,79,0,1418,32645
"2021-04-30",1677,2,114,0,1793,34438
"2021-05-01",786,5,29,1,821,35259
"2021-05-02",902,3,38,0,943,36202
"2021-05-03",566,6,26,0,598,36800
"2021-05-04",469,0,41,0,510,37310
"2021-05-05",440,1,27,0,468,37778
"2021-05-06",402,0,35,0,437,38215
"2021-05-07",393,2,35,0,430,38645
"2021-05-08",340,1,25,0,366,39011
"2021-05-09",298,0,25,0,323,39334
"2021-05-10",350,0,11,0,361,39695
"2021-05-11",325,1,31,0,357,40052
"2021-05-12",367,3,25,0,395,40447
"2021-05-13",352,0,19,0,371,40818
"2021-05-14",275,0,18,0,293,41111
"2021-05-15",321,2,11,0,334,41445
"2021-05-16",215,1,11,0,227,41672
"2021-05-17",276,2,15,0,293,41965
"2021-05-18",138,0,5,0,143,42108
