"DATE","B117","SA351","P1","B1617","TOTAL","C_SUM"
"2020-12-15",1,0,0,0,1,1
"2020-12-16",0,0,0,0,0,1
"2020-12-17",1,0,0,0,1,2
"2020-12-18",0,0,0,0,0,2
"2020-12-19",0,0,0,0,0,2
"2020-12-20",0,0,0,0,0,2
"2020-12-21",1,0,0,0,1,3
"2020-12-22",1,0,0,0,1,4
"2020-12-23",1,0,0,0,1,5
"2020-12-24",1,0,0,0,1,6
"2020-12-25",0,0,0,0,0,6
"2020-12-26",1,0,0,0,1,7
"2020-12-27",0,0,0,0,0,7
"2020-12-28",0,0,0,0,0,7
"2020-12-29",0,0,0,0,0,7
"2020-12-30",0,0,0,0,0,7
"2020-12-31",0,0,0,0,0,7
"2021-01-01",4,0,0,0,4,11
"2021-01-02",1,0,0,0,1,12
"2021-01-03",1,1,0,0,2,14
"2021-01-04",1,0,0,0,1,15
"2021-01-05",1,0,0,0,1,16
"2021-01-06",1,0,0,0,1,17
"2021-01-07",2,1,0,0,3,20
"2021-01-08",1,0,0,0,1,21
"2021-01-09",3,0,0,0,3,24
"2021-01-10",0,0,0,0,0,24
"2021-01-11",0,0,0,0,0,24
"2021-01-12",2,0,0,0,2,26
"2021-01-13",1,0,0,0,1,27
"2021-01-14",1,0,0,0,1,28
"2021-01-15",4,1,0,0,5,33
"2021-01-16",6,0,0,0,6,39
"2021-01-17",1,1,0,0,2,41
"2021-01-18",1,1,0,0,2,43
"2021-01-19",0,0,0,0,0,43
"2021-01-20",3,1,0,0,4,47
"2021-01-21",2,0,0,0,2,49
"2021-01-22",3,0,0,0,3,52
"2021-01-23",2,0,0,0,2,54
"2021-01-24",1,0,0,0,1,55
"2021-01-25",9,1,0,0,10,65
"2021-01-26",0,0,0,0,0,65
"2021-01-27",4,0,0,0,4,69
"2021-01-28",12,0,0,0,12,81
"2021-01-29",4,0,0,0,4,85
"2021-01-30",6,0,0,0,6,91
"2021-01-31",5,0,0,0,5,96
"2021-02-01",7,1,0,0,8,104
"2021-02-02",11,0,0,0,11,115
"2021-02-03",9,3,0,0,12,127
"2021-02-04",15,0,0,0,15,142
"2021-02-05",22,0,0,0,22,164
"2021-02-06",7,0,0,0,7,171
"2021-02-07",5,0,0,0,5,176
"2021-02-08",2,0,0,0,2,178
"2021-02-09",13,0,0,0,13,191
"2021-02-10",16,0,0,0,16,207
"2021-02-11",10,0,0,0,10,217
"2021-02-12",25,0,0,0,25,242
"2021-02-13",8,0,0,0,8,250
"2021-02-14",4,0,0,0,4,254
"2021-02-15",7,0,0,0,7,261
"2021-02-16",10,0,0,0,10,271
"2021-02-17",8,0,0,0,8,279
"2021-02-18",7,0,0,0,7,286
"2021-02-19",15,0,0,0,15,301
"2021-02-20",19,0,0,0,19,320
"2021-02-21",11,0,0,0,11,331
"2021-02-22",19,0,0,0,19,350
"2021-02-23",24,0,0,0,24,374
"2021-02-24",21,0,0,0,21,395
"2021-02-25",32,0,0,0,32,427
"2021-02-26",31,1,0,0,32,459
"2021-02-27",16,0,0,0,16,475
"2021-02-28",34,1,0,0,35,510
"2021-03-01",14,0,0,0,14,524
"2021-03-02",32,2,0,0,34,558
"2021-03-03",26,1,0,0,27,585
"2021-03-04",36,0,0,0,36,621
"2021-03-05",29,2,0,0,31,652
"2021-03-06",46,0,0,0,46,698
"2021-03-07",32,1,0,0,33,731
"2021-03-08",34,0,2,0,36,767
"2021-03-09",47,0,0,0,47,814
"2021-03-10",73,0,0,0,73,887
"2021-03-11",58,0,0,0,58,945
"2021-03-12",66,0,0,0,66,1011
"2021-03-13",64,0,0,0,64,1075
"2021-03-14",75,1,1,0,77,1152
"2021-03-15",70,1,0,0,71,1223
"2021-03-16",111,0,2,0,113,1336
"2021-03-17",123,0,2,0,125,1461
"2021-03-18",192,4,2,0,198,1659
"2021-03-19",126,0,1,0,127,1786
"2021-03-20",153,0,2,0,155,1941
"2021-03-21",174,1,5,0,180,2121
"2021-03-22",165,0,6,0,171,2292
"2021-03-23",186,0,10,0,196,2488
"2021-03-24",239,0,4,1,244,2732
"2021-03-25",204,0,7,0,211,2943
"2021-03-26",243,0,12,0,255,3198
"2021-03-27",268,0,8,0,276,3474
"2021-03-28",241,0,8,0,249,3723
"2021-03-29",288,0,5,0,293,4016
"2021-03-30",426,1,15,0,442,4458
"2021-03-31",420,0,21,0,441,4899
"2021-04-01",573,1,22,0,596,5495
"2021-04-02",580,0,21,0,601,6096
"2021-04-03",522,1,23,0,546,6642
"2021-04-04",478,1,24,0,503,7145
"2021-04-05",507,0,26,0,533,7678
"2021-04-06",787,1,29,0,817,8495
"2021-04-07",799,1,31,0,831,9326
"2021-04-08",879,3,41,0,923,10249
"2021-04-09",746,3,38,0,787,11036
"2021-04-10",733,2,44,0,779,11815
"2021-04-11",658,4,35,0,697,12512
"2021-04-12",654,4,33,0,691,13203
"2021-04-13",863,3,51,0,917,14120
"2021-04-14",973,6,69,0,1048,15168
"2021-04-15",1027,1,24,0,1052,16220
"2021-04-16",969,1,22,0,992,17212
"2021-04-17",918,7,54,0,979,18191
"2021-04-18",845,2,77,0,924,19115
"2021-04-19",853,8,79,0,940,20055
"2021-04-20",1132,8,98,0,1238,21293
"2021-04-21",1199,5,70,0,1274,22567
"2021-04-22",1182,0,79,0,1261,23828
"2021-04-23",1035,1,74,0,1110,24938
"2021-04-24",1003,2,65,0,1070,26008
"2021-04-25",1028,4,68,0,1100,27108
"2021-04-26",1015,3,28,0,1046,28154
"2021-04-27",1238,1,20,0,1259,29413
"2021-04-28",1386,1,46,0,1433,30846
"2021-04-29",1135,3,29,0,1167,32013
"2021-04-30",1023,2,33,0,1058,33071
"2021-05-01",43,0,0,0,43,33114
