"DATE","B117","SA351","P1","B1617","TOTAL","C_SUM"
"2020-09-24",0,0,0,0,0,1
"2020-09-25",0,0,0,0,0,1
"2020-09-26",0,0,0,0,0,1
"2020-09-27",0,0,0,0,0,1
"2020-09-28",0,0,0,0,0,1
"2020-09-29",0,0,0,0,0,1
"2020-09-30",0,0,0,0,0,1
"2020-10-01",0,0,0,0,0,1
"2020-10-02",0,0,0,0,0,1
"2020-10-03",0,0,0,0,0,1
"2020-10-04",0,0,0,0,0,1
"2020-10-05",0,0,0,0,0,1
"2020-10-06",0,0,0,0,0,1
"2020-10-07",0,0,0,0,0,1
"2020-10-08",0,0,0,0,0,1
"2020-10-09",0,0,0,0,0,1
"2020-10-10",0,0,0,0,0,1
"2020-10-11",0,0,0,0,0,1
"2020-10-12",0,0,0,0,0,1
"2020-10-13",0,0,0,0,0,1
"2020-10-14",0,0,0,0,0,1
"2020-10-15",0,0,0,0,0,1
"2020-10-16",0,0,0,0,0,1
"2020-10-17",0,0,0,0,0,1
"2020-10-18",0,0,0,0,0,1
"2020-10-19",0,0,0,0,0,1
"2020-10-20",0,0,0,0,0,1
"2020-10-21",0,0,0,0,0,1
"2020-10-22",0,0,0,0,0,1
"2020-10-23",0,0,0,0,0,1
"2020-10-24",0,0,0,0,0,1
"2020-10-25",0,0,0,0,0,1
"2020-10-26",0,0,0,0,0,1
"2020-10-27",0,0,0,0,0,1
"2020-10-28",0,0,0,0,0,1
"2020-10-29",0,0,0,0,0,1
"2020-10-30",0,0,0,0,0,1
"2020-10-31",0,0,0,0,0,1
"2020-11-01",0,0,0,0,0,1
"2020-11-02",0,0,0,0,0,1
"2020-11-03",0,0,0,0,0,1
"2020-11-04",0,0,0,0,0,1
"2020-11-05",0,0,0,0,0,1
"2020-11-06",0,0,0,0,0,1
"2020-11-07",0,0,0,0,0,1
"2020-11-08",0,0,0,0,0,1
"2020-11-09",0,0,0,0,0,1
"2020-11-10",0,0,0,0,0,1
"2020-11-11",0,0,0,0,0,1
"2020-11-12",0,0,0,0,0,1
"2020-11-13",0,0,0,0,0,1
"2020-11-14",0,0,0,0,0,1
"2020-11-15",0,0,0,0,0,1
"2020-11-16",0,0,0,0,0,1
"2020-11-17",0,0,0,0,0,1
"2020-11-18",0,0,0,0,0,1
"2020-11-19",0,0,0,0,0,1
"2020-11-20",0,0,0,0,0,1
"2020-11-21",0,0,0,0,0,1
"2020-11-22",0,0,0,0,0,1
"2020-11-23",0,0,0,0,0,1
"2020-11-24",0,0,0,0,0,1
"2020-11-25",0,0,0,0,0,1
"2020-11-26",0,0,0,0,0,1
"2020-11-27",0,0,0,0,0,1
"2020-11-28",0,0,0,0,0,1
"2020-11-29",0,0,0,0,0,1
"2020-11-30",0,0,0,0,0,1
"2020-12-01",0,0,0,0,0,1
"2020-12-02",0,0,0,0,0,1
"2020-12-03",0,0,0,0,0,1
"2020-12-04",0,0,0,0,0,1
"2020-12-05",0,0,0,0,0,1
"2020-12-06",0,0,0,0,0,1
"2020-12-07",0,0,0,0,0,1
"2020-12-08",0,0,0,0,0,1
"2020-12-09",0,0,0,0,0,1
"2020-12-10",0,0,0,0,0,1
"2020-12-11",0,0,0,0,0,1
"2020-12-12",0,0,0,0,0,1
"2020-12-13",0,0,0,0,0,1
"2020-12-14",0,0,0,0,0,1
"2020-12-15",1,0,0,0,1,2
"2020-12-16",0,0,0,0,0,2
"2020-12-17",1,0,0,0,1,3
"2020-12-18",0,0,0,0,0,3
"2020-12-19",0,0,0,0,0,3
"2020-12-20",0,0,0,0,0,3
"2020-12-21",1,0,0,0,1,4
"2020-12-22",1,0,0,0,1,5
"2020-12-23",1,0,0,0,1,6
"2020-12-24",1,0,0,0,1,7
"2020-12-25",0,0,0,0,0,7
"2020-12-26",1,0,0,0,1,8
"2020-12-27",0,0,0,0,0,8
"2020-12-28",0,0,0,0,0,8
"2020-12-29",0,0,0,0,0,8
"2020-12-30",0,0,0,0,0,8
"2020-12-31",0,0,0,0,0,8
"2021-01-01",4,0,0,0,4,12
"2021-01-02",1,0,0,0,1,13
"2021-01-03",1,1,0,0,2,15
"2021-01-04",1,0,0,0,1,16
"2021-01-05",1,0,0,0,1,17
"2021-01-06",1,0,0,0,1,18
"2021-01-07",2,1,0,0,3,21
"2021-01-08",1,0,0,0,1,22
"2021-01-09",3,0,0,0,3,25
"2021-01-10",0,0,0,0,0,25
"2021-01-11",0,0,0,0,0,25
"2021-01-12",2,0,0,0,2,27
"2021-01-13",1,0,0,0,1,28
"2021-01-14",1,0,0,0,1,29
"2021-01-15",4,1,0,0,5,34
"2021-01-16",6,0,0,0,6,40
"2021-01-17",1,1,0,0,2,42
"2021-01-18",1,1,0,0,2,44
"2021-01-19",0,0,0,0,0,44
"2021-01-20",3,1,0,0,4,48
"2021-01-21",2,0,0,0,2,50
"2021-01-22",3,0,0,0,3,53
"2021-01-23",2,0,0,0,2,55
"2021-01-24",1,0,0,0,1,56
"2021-01-25",9,1,0,0,10,66
"2021-01-26",0,0,0,0,0,66
"2021-01-27",4,0,0,0,4,70
"2021-01-28",12,0,0,0,12,82
"2021-01-29",4,0,0,0,4,86
"2021-01-30",6,0,0,0,6,92
"2021-01-31",5,0,0,0,5,97
"2021-02-01",7,1,0,0,8,105
"2021-02-02",11,0,0,0,11,116
"2021-02-03",9,3,0,0,12,128
"2021-02-04",15,0,0,0,15,143
"2021-02-05",22,0,0,0,22,165
"2021-02-06",7,0,0,0,7,172
"2021-02-07",5,1,0,0,6,178
"2021-02-08",2,0,0,0,2,180
"2021-02-09",13,0,0,0,13,193
"2021-02-10",16,0,0,0,16,209
"2021-02-11",10,0,0,0,10,219
"2021-02-12",25,0,0,0,25,244
"2021-02-13",8,0,0,0,8,252
"2021-02-14",4,0,0,0,4,256
"2021-02-15",7,0,0,0,7,263
"2021-02-16",10,0,0,0,10,273
"2021-02-17",8,0,0,0,8,281
"2021-02-18",7,0,0,0,7,288
"2021-02-19",15,0,0,0,15,303
"2021-02-20",19,0,0,0,19,322
"2021-02-21",11,0,0,0,11,333
"2021-02-22",19,0,0,0,19,352
"2021-02-23",24,0,0,0,24,376
"2021-02-24",21,0,0,0,21,397
"2021-02-25",32,0,0,0,32,429
"2021-02-26",31,1,0,0,32,461
"2021-02-27",16,0,0,0,16,477
"2021-02-28",34,1,0,0,35,512
"2021-03-01",14,0,0,0,14,526
"2021-03-02",32,2,0,0,34,560
"2021-03-03",26,1,0,0,27,587
"2021-03-04",37,1,0,0,38,625
"2021-03-05",29,2,0,0,31,656
"2021-03-06",47,0,0,0,47,703
"2021-03-07",32,1,0,0,33,736
"2021-03-08",34,0,2,0,36,772
"2021-03-09",47,0,0,0,47,819
"2021-03-10",73,0,0,0,73,892
"2021-03-11",58,0,0,0,58,950
"2021-03-12",66,0,0,0,66,1016
"2021-03-13",64,0,0,0,64,1080
"2021-03-14",75,1,1,0,77,1157
"2021-03-15",71,1,0,0,72,1229
"2021-03-16",111,0,2,0,113,1342
"2021-03-17",123,0,2,0,125,1467
"2021-03-18",192,4,2,0,198,1665
"2021-03-19",126,0,1,0,127,1792
"2021-03-20",153,0,2,0,155,1947
"2021-03-21",174,1,5,0,180,2127
"2021-03-22",165,0,6,0,171,2298
"2021-03-23",186,0,10,0,196,2494
"2021-03-24",239,0,4,1,244,2738
"2021-03-25",205,0,7,0,212,2950
"2021-03-26",243,0,12,0,255,3205
"2021-03-27",268,0,8,0,276,3481
"2021-03-28",241,0,8,0,249,3730
"2021-03-29",288,0,5,0,293,4023
"2021-03-30",426,1,16,0,443,4466
"2021-03-31",421,0,21,0,442,4908
"2021-04-01",573,1,25,0,599,5507
"2021-04-02",580,0,23,0,603,6110
"2021-04-03",522,1,24,0,547,6657
"2021-04-04",478,1,24,0,503,7160
"2021-04-05",507,0,31,0,538,7698
"2021-04-06",788,1,38,0,827,8525
"2021-04-07",797,1,33,0,831,9356
"2021-04-08",879,3,47,1,930,10286
"2021-04-09",745,3,38,1,787,11073
"2021-04-10",733,2,44,1,780,11853
"2021-04-11",660,4,35,1,700,12553
"2021-04-12",654,4,33,0,691,13244
"2021-04-13",862,3,53,0,918,14162
"2021-04-14",975,7,79,1,1062,15224
"2021-04-15",1031,1,72,2,1106,16330
"2021-04-16",969,1,54,2,1026,17356
"2021-04-17",916,7,63,1,987,18343
"2021-04-18",845,2,77,0,924,19267
"2021-04-19",853,8,79,0,940,20207
"2021-04-20",1133,8,103,0,1244,21451
"2021-04-21",1201,5,89,1,1296,22747
"2021-04-22",1182,0,85,0,1267,24014
"2021-04-23",1035,1,77,0,1113,25127
"2021-04-24",1004,2,65,0,1071,26198
"2021-04-25",1029,4,70,0,1103,27301
"2021-04-26",1027,3,76,1,1107,28408
"2021-04-27",1244,4,93,1,1342,29750
"2021-04-28",1389,3,93,2,1487,31237
"2021-04-29",1335,4,79,0,1418,32655
"2021-04-30",1677,2,116,2,1797,34452
"2021-05-01",786,5,29,2,822,35274
"2021-05-02",902,3,38,0,943,36217
"2021-05-03",566,6,26,0,598,36815
"2021-05-04",468,0,41,0,509,37324
"2021-05-05",440,1,27,1,469,37793
"2021-05-06",402,0,35,0,437,38230
"2021-05-07",394,2,34,0,430,38660
"2021-05-08",340,1,25,0,366,39026
"2021-05-09",298,0,25,0,323,39349
"2021-05-10",352,0,12,0,364,39713
"2021-05-11",328,1,31,0,360,40073
"2021-05-12",371,3,24,0,398,40471
"2021-05-13",357,0,20,0,377,40848
"2021-05-14",277,0,18,0,295,41143
"2021-05-15",323,2,12,0,337,41480
"2021-05-16",215,1,13,0,229,41709
"2021-05-17",318,2,21,0,341,42050
"2021-05-18",241,1,12,0,254,42304
"2021-05-19",199,0,10,0,209,42513
"2021-05-20",52,0,2,0,54,42567
